序号,区市县,街道,采样点名称,采样点地址,开放时间,联系电话
37,沙河口区,李家街道,大连沙河口李家锦绣社区卫生服务中心,大连市沙河口区锦绣路42号,周一至周日8:30-11:30、13:00-16:00,86834426
38,沙河口区,李家街道,大连沙河口李家锦绣社区卫生服务中心锦霞分站,大连市沙河口区锦绣路105-3号,周一至周六8:30-11:30、13:00-16:00,86837535
39,沙河口区,马栏街道,大连沙河口马栏黄河路社区卫生服务中心,大连市沙河口区北甸街7号,周一至周日8:30-11:30、13:00-16:00,84244352
40,沙河口区,马栏街道,大连市沙河口区医院,大连市沙河口区西山街180号,周一至周日8:30-11:30、13:00-16:00,84640931
41,沙河口区,马栏街道,精美达马栏广场采样点（精美达）,大连市沙河口区马栏广场公交站旁,周一至周日8:00-13:00、14:00-18:30,0411-87079777/86437777
42,沙河口区,马栏街道,大连沙河口兴工泉涌社区卫生服务中心恒苑分站,大连市沙河口区西山街34号,周一至周日8:30-11:30、13:00-16:00,84520077
43,沙河口区,马栏街道,大连渤海医院,大连市沙河口区马栏南街32号,周一至周日8:30-11:30、13:00-16:00,84255887
44,沙河口区,南沙街道,大连沙河口南沙社区卫生服务中心,大连市沙河口区五一路142-28号,周一至周日8:30-11:30、13:00-16:00,84358441
45,沙河口区,西安路街道,大连沙河口中山公园联合路社区卫生服务中心,大连市沙河口区联合路127号,周一至周日8:30-11:30、13:00-16:00,84642488
46,沙河口区,西安路街道,大连谱尼医学新长兴市场核酸采样点（谱尼医学）,大连市沙河口区新长兴市场（大连市沙河口区鞍山路104号）,周一至周日8:30-12:00、13:00-17:30,87923651
47,沙河口区,西安路街道,精美达西安路采样点（精美达）,大连市沙河口区西安路中央大道对面兴工街地铁站A口,周一至周日8:00-13:00、14:00-18:30,0411-87079777/86437777
48,沙河口区,西安路街道,大连康源堂中医医院,大连市沙河口区解放广场7号,周一至周日8:30-11:30、13:00-16:00,18624432686
49,沙河口区,西安路街道,大连沙河口中山公园长兴社区卫生服务中心,大连市沙河口区邮政街14号1-2层公建,周一至周日13:00-16:00,0411-84616950
50,沙河口区,西安路街道,大连长兴中医医院,大连市沙河口区长兴街11号,周一至周日8:30-12:00、13:00-17:00,0411-84542478
51,沙河口区,西安路街道,大连沙河口兴工泉涌社区卫生服务中心,大连市沙河口区广平接100号,周一至周日8:30-11:30、13:00-16:00,84520077
52,沙河口区,西安路街道,大连沙河口兴工中长社区卫生服务站,大连市沙河口区中长东五街12-3、12-4号,周一至周日8:30-11:30、13:00-16:00,84528638
53,沙河口区,西安路街道,大连航天医院有限公司,大连市沙河口区黄河路781号,周一至周日8：30-11：30、13：00-16：00,0411-62668111/82315171
54,沙河口区,西安路街道,大连美琳达妇儿医院,大连市沙河口区长江路938号,周一至周日8：30-11：30、13：00-16：00,39253309
55,沙河口区,星海湾街道,大连沙河口星海湾富国社区卫生服务中心,大连市沙河口区中山路451-13号,周一至周日8:30-11:30、13:00-16:00,84687889
56,沙河口区,星海湾街道,精美达星海广场采样点（精美达）,大连市沙河口区星海广场君悦酒店旁,周一至周日8:00-13:00、14:00-18:30,0411-87079777/86437777
57,沙河口区,星海湾街道,精美达万岁街采样点（精美达）,大连市沙河口区万岁街135号通利晟信管理公司大门旁,周一至周日8:00-13:00、14:00-18:30,0411-87079777/86437777
58,沙河口区,星海湾街道,大连沙河口白山路社区卫生服务站,大连市沙河口区新华街188号,周一至周五8:30-11:30、13:00-16:00,88134186
59,沙河口区,星海湾街道,大连沙河口星海湾花园社区卫生服务站,大连市沙河口区连山街2号,周一至周五8:30-11:30、13:00-16:00,84573038
60,甘井子区,大连湾街道,苏家村采样点,大连市甘井子区大连湾街道苏家村大连农商银行前,周一至周日7：30-18：30,87121555
61,甘井子区,大连湾街道,大连湾福佳新城社区卫生服务站,大连市甘井子区居家东园24号,周一至周五8：30-11：00、13：00-15：00,39627256
62,甘井子区,大连湾街道,大连辽渔医院,大连市甘井子区大连湾街188号,24小时,87125213
63,甘井子区,大连湾街道,铁成物流（晶泰医学）采集点,大连市甘井子区振兴路3号铁成物流市场北门警务室,周一至周日8：00-17：00,18501372482
64,甘井子区,大连湾街道,大连谱尼医学核酸采样点（大连湾高速口）,大连市甘井子区大连湾高速口,24小时,87923651
65,甘井子区,甘井子街道,山中社区卫生服务中心,大连市甘井子区甘北路14号,周一到周五8：00-11：30、13：00-16：00,86672080
66,甘井子区,革镇堡街道,大连市妇女儿童医疗中心（集团）体育新城院区,大连市甘井子区体育新城规划一号路1、3号7号楼,24小时,66860893
67,甘井子区,革镇堡街道,革镇堡社区卫生服务中心,大连市甘井子区革镇堡街道金牛广场1号,周一至周日7：30-11：00、13：00-15：30,86450525
68,甘井子区,红旗街道,红旗社区卫生服务中心,大连市甘井子区吉祥街57号后身小广场,周一至周五8：30-11：00、13：00-16：00,84249667
69,甘井子区,红旗街道,红旗西路社区卫生服务中心,大连市甘井子红旗街道柳树村柳林园一号溪之谷社区卫生服务站,周一、周三13：00-16：00,84668466
70,甘井子区,机场街道,机场（晶泰医学）采集点,大连市甘井子区周水子机场国内到达7号门对面,周一至周日8：00-20：00,18501372482
71,甘井子区,椒金山街道,大连市第四人民医院,大连市甘井子区椒金山街道椒北路6号 大连市第四人民医院,24小时,17709899137
72,甘井子区,椒金山街道,金源社区核酸采样点,大连市甘井子区金荣路2号公建,周一至周日8：00-11：30、13：00-16：00,62941599
73,甘井子区,南关岭街道,井西社区卫生服务站,大连市甘井子区南关岭街道南岭新城三期G7-3,周一至周日8：30-11：30、13：00-17：00,39822159
74,甘井子区,南关岭街道,大连北站北广场采样点,大连市甘井子区北站地下通道北出口,周一至周日8：30-11：30、13：00-17：00,39822159
75,甘井子区,南关岭街道,大连北站（晶泰医学）采集点,大连市甘井子区北站南广场出租车上车点左侧,周一至周日8：30-17：00,18501372482
76,甘井子区,南关岭街道,大连谱尼医学核酸采样点（城地辉货运市场）,大连市甘井子区西北路867号城地辉货运市场,周一至周日08：30-12：00、13：00-19：00,87923651
77,甘井子区,南关岭街道,大连谱尼医学核酸采样点（周水子高速口）,大连市甘井子区周水子高速口,24小时,87923651
78,甘井子区,泡崖街道,泡南社区卫生服务中心,大连市甘井子区泡崖大街14号,周一至周五8：30-11：00 、13：00-16：00,83631360-8119
79,甘井子区,泡崖街道,泡北社区卫生服务中心,大连市甘井子区玉浓街28号泡崖北区社区卫生服务中心,周一至周日8：30-11：00 、12：00-16：00,86492968
80,甘井子区,泉水街道,泉水公租房社区卫生服务站,大连市甘井子区泉水P3区44号,周一至周日8：00-11：00、13：00-17：00,13804969609
81,甘井子区,泉水街道,泉水社区卫生服务中心,大连市甘井子区泉水B2区22号楼,周一至周日8：30-12：00、13：00-18：30,82110880
82,甘井子区,泉水街道,泉水经适房社区卫生服务站,大连市甘井子区泉水N2区10-1公建,周一至周日8：00-12：00、13：00-18：30,87079777
83,甘井子区,泉水街道,泉水龙畔金泉社区卫生服务中心,大连市甘井子区泉水K2区4号楼,周一至周日8：00-12：00、13：00-18：30,86764379
84,甘井子区,泉水街道,大连谱尼医学核酸采样点（后盐高速口一组）,大连市甘井子区后盐高速口,24小时,87923651
85,甘井子区,泉水街道,大连谱尼医学核酸采样点（后盐高速口二组）,大连市甘井子区后盐高速口,24小时,87923651
86,甘井子区,泉水街道,大连谱尼医学核酸采样点（后盐高速口三组）,大连市甘井子区后盐高速口,周一至周日8：30-12：00、13：00-18：00,87923651
87,甘井子区,辛寨子街道,辛寨子社区卫生服务中心,大连市甘井子区辛寨子街道虹城路517号辛寨子社区卫生服务中心,周一至周日8：30-11：00、13：00-16：00,62670296
88,甘井子区,辛寨子街道,第五郡社区卫生服务站,大连市甘井子区辛寨子街道虹韵路168号第五郡社区卫生服务站,周一至周日8：30-11：00、13：00-16：00,82760303
89,甘井子区,营城子街道,秀山丽水社区卫生服务站,大连市甘井子区营城子街道营泰街182A秀山丽水社区卫生服务站,周一至周六8：00-11：00、12：00-16：00  ；周日13：00-16：00,68836659
90,甘井子区,营城子街道,营城子社区卫生服务中心,大连市甘井子区营城子街道郭家沟村 营城子地区医院,周一至周日8：30-11：00、13：00-15：40,86691221
91,甘井子区,营城子街道,营城子三寰物流院门前采样点,大连市甘井子区营城子街道营城子东路516号,周一至周日8：30-12：00、13：00-17：00,87923651
92,甘井子区,营城子街道,营城子高速路口采样点,大连市甘井子区营城子街道前牧村,24小时,87923651
93,甘井子区,中华路街道,大连市第三人民医院,大连市甘井子区千山路40号,24小时,86507500
94,甘井子区,中华路街道,中华路华东社区卫生服务中心,大连市甘井子区山东路207号,周一至周日9：00-11：00、13：00-16：00,86508159
95,甘井子区,中华路街道,中华路社区卫生服务中心,大连市甘井子区中华路街道七绣路32号康乐园广场,周一至周日9：00-11：00、13：00-16：00,62671139
96,甘井子区,中华路街道,中华路华南社区卫生服务中心,大连市甘井子区天洋路108号,周一至周日9：00-11：00、13：00-16：00,86507230
97,甘井子区,中华路街道,兴华千山路社区卫生服务中心,大连市甘井子区兴华路67号,周一至周日9：00-11：00、13：00-16：00,86600120
98,甘井子区,中华路街道,兴华金南路社区卫生服务中心,大连市甘井子区华东路商城花园10-1号,周一至周日9：00-11：00、13：00-16：00,81712590
99,甘井子区,中华路街道,兴华山东路社区卫生服务中心,大连市甘井子区华中街29号,周一至周日9：00-11：00、13：00-16：00,86595287
100,甘井子区,中华路街道,升运物流（晶泰医学）采集点,大连市甘井子区华北路427-5号升运物流园,周一至周日8：00-17：00,18501372482
101,甘井子区,中华路街道,大连谱尼医学核酸采样点（大连超通货运市场）,大连市甘井子区中华路中沟1号,周一至周日08：30-12：00、13：00-17：00,87923651
102,甘井子区,周水子街道,周水子社区卫生服务中心,大连市甘井子区香周路34号周水子社区卫生服务中心,周一至周日8：30-11：00 、13：00-16：00,86641967
103,旅顺口区,长城街道,长城街道卫生院,大连市旅顺口区晨曦路7号, 周一、三、五 上午10:00-11:00,15668665567
104,旅顺口区,得胜街道,旅顺友好医院,大连市旅顺口区迎春街343号,周一至周日7：30-15：30,86638777
105,旅顺口区,得胜街道,汇康门诊部,大连市旅顺口区九三路32-8号,周一至周日7：30-15：30,86366699、13164578886
106,旅顺口区,登峰街道,旅顺口区人民医院,大连市旅顺口区黄河路北一巷29号,周一至周日8：00-17：00(预约检测）,86621174
107,旅顺口区,登峰街道,解放军第九六七医院,大连市旅顺口区茂林街89号,周一至周日24小时（重点人群除外）,80886999
108,旅顺口区,登峰街道,旅顺城区社区卫生服务中心,大连市旅顺口区孙家街191号,周二、三、五 上午8:30-11:00,13942003177
109,旅顺口区,登峰街道,旅顺黄河路老年病医院,大连市旅顺口区黄河路82号,周一至周日7：30-15：30 ,86363663、86629806
110,旅顺口区,登峰街道,旅顺曙光中医医院,大连市旅顺口区五一路66号,周一至周日7：30-15：30 ,86366811
111,旅顺口区,登峰街道,旅顺长江医院,大连市旅顺口区向阳街20号,周一至周日7：30-15：30,62674066
112,旅顺口区,登峰街道,博爱医学门诊部,大连市旅顺口区长春街106号,周一至周日7：30-15：30,86639222
113,旅顺口区,江西街道,旅顺口区中医医院,大连市旅顺口区经济开发区顺康街109号,周一至周六8：00-15：30(预约检测）,39356303
114,旅顺口区,江西街道,江西街道卫生院,大连市旅顺口区江西路59号,周一、三、五 上午8:30-11:00,18642858693
115,旅顺口区,龙头街道,龙头街道卫生院,大连市旅顺口区中路140号, 周二、三、五 上午8:30-11:00,18941139166
116,旅顺口区,三涧堡街道,三涧堡中心卫生院,大连市旅顺口区金武路2号, 周一、二、五 上午8:30-11:00,18641185477
117,旅顺口区,双岛街道,双岛街道卫生院,大连市旅顺口区双胜路247号, 周二、四、五 上午8:30-11:30,15542669187
118,旅顺口区,水师营街道,水师营社区卫生服务站,大连市旅顺口区营顺路712号,周二、三、五 上午8:30-11:00,0411-86174539
119,旅顺口区,水师营街道,大连广济颈肩腰腿痛医院,大连市旅顺口区启明路206号,周一至周日7：30-15：30 ,86170077
120,旅顺口区,水师营街道,林华堂门诊部,大连市旅顺口区营顺路403-11-12号,周一至周日7：30-15：30,86235052
121,旅顺口区,铁山街道,铁山中心卫生院,大连市旅顺口区盐北路223号,周一、二、五 上午8:00-11:00,13700115580
122,普兰店区,安波街道,普兰店区安波街道俭汤卫生院对外核酸检测服务采样点,大连市普兰店区安波街道俭汤卫生院院内西侧,周二、周四、周五、周日8：00-9：00,17615133711
123,普兰店区,安波街道,普兰店安波医院对外核酸检测服务采样点,大连普兰店安波医院急诊北侧,周一至周日 07：30-10：00,13609867114
124,普兰店区,城子坦街道,普兰店区城子坦街道卫生院对外核酸检测服务采样点,大连市普兰店区城子坦街道城子坦卫生院院内西侧,周日8:00-9:00,13704283781
125,普兰店区,城子坦街道,普兰店区第三人民医院对外核酸检测服务采样点,大连市普兰店区第三人民医院院内,周一至周五 08：00-10：00,13234118682
126,普兰店区,大刘家街道,普兰店区大刘家街道卫生院对外核酸检测服务采样点,大连市普兰店区大刘家街道卫生院前院门外,周二、周四、周五、周日8：00-10：00,13940978829
127,普兰店区,大谭街道,普兰店区大谭街道卫生院对外核酸检测服务采样点,大连市普兰店区大谭街道卫生院内西侧,周二、周四、周五8：00-9：30,15524600706
128,普兰店区,大谭街道,普兰店铭东综合医院对外核酸检测服务采样点,大连市普兰店区大谭街道大邹社区小周屯71号,周一至周日 07：30-10：30,15040569759
129,普兰店区,丰荣街道,普兰店区丰荣卫生院对外核酸检测服务采样点,大连市普兰店区丰荣街道孛兰路北段45号,周二、周四、周五8：00-9：00,13352276560
130,普兰店区,丰荣街道,普兰店老年病医院对外核酸检测服务采样点,大连普兰店老年病医院院外（基督教堂旁）,周一至周日 07：30-13：30,15141150561
131,普兰店区,丰荣街道,普兰店区中医医院对外核酸检测服务采样点,大连市普兰店区中医医院院外（临中心路侧原职工食堂处）,周一至周日 07：30-10：30,13478960835
132,普兰店区,丰荣街道,大连美纳医学检验实验室站前对外核酸检测服务采样点,大连市普兰店区客运站门前停车场内,周一至周日 07：00-17：00,13204064678
133,普兰店区,丰荣街道,大连美纳医学检验实验室远康对外核酸检测服务采样点,大连市普兰店区孛兰北路95号如家酒店北50米,周一至周日 07：00-17：00,13204064678
134,普兰店区,乐甲街道,普兰店区乐甲卫生院对外核酸检测服务采样点,大连市普兰店区乐甲卫生院院内,周二、周四、周五8：00-9：30,15842481872
135,普兰店区,莲山街道,普兰店区莲山中心卫生院对外核酸检测服务采样点,大连市普兰店区莲山中心卫生院急诊东,周二、周四、周五、周日8：00-10：00,13804954938
136,普兰店区,墨盘街道,普兰店区墨盘街道卫生院对外核酸服务采样点,大连市普兰店区墨盘街道卫生院内帐篷,周二、周四、周五、周日8：30-9：30,13795142069
137,普兰店区,皮口街道,普兰店区第二人民医院对外核酸检测服务采样点,大连市普兰店区第二人民医院院内,周一至周五 07：30-10：00,13795117621
138,普兰店区,皮口街道,普兰店海天华琳皮口医院对外核酸检测服务采样点,大连市普兰店区皮口街道新海街7-1-105、415、772,周一至周日 07：30-11：00,13050536612
139,普兰店区,沙包街道,普兰店区沙包街道卫生院对外核酸检测服务采样点,大连市普兰店区沙包街道卫生院正门北侧采样窗口,周二、周四、周五8：00-9：30,13840870121
140,普兰店区,双塔街道,普兰店区双塔中心卫生院对外核酸检测服务采样点,大连市普兰店区双塔中心卫生院院内,周二、周四、周五、周日8：00-9：00,15940809547
141,普兰店区,四平街道,普兰店区四平中心卫生院对外核酸检测服务采样点,大连市普兰店区四平中心卫生院院内,周二、周四、周五8：00-9：00,15898131381
142,普兰店区,太平街道,普兰店区南山社区卫生服务中心对外核酸检测服务采样点,大连市普兰店区南山社区卫生服务中心门外,周二、周四、周五、周日8：00-10：00,13591108489
143,普兰店区,太平街道,普兰店区太平卫生院对外核酸检测服务采样点,大连市普兰店区太平卫生院窗外,周二、周四、周五、周日8：00-10：00,18640902560
144,普兰店区,太平街道,普兰店区中心医院对外核酸检测服务采样点,大连市普兰店区中心医院发热门诊外（四号楼外),周一至周日 07：30-11：00；13：00-20：00,15542395211
145,普兰店区,太平街道,普兰店王连文中医医院对外核酸检测服务采样点,大连普兰店王连文中医医院院内,周一至周日 08：00-11：00,13478570663
146,普兰店区,唐家房街道,普兰店区唐家房中心卫生院对外核酸检测服务采样点,大连市普兰店区唐家房中心卫生院院外西侧,周二、周四、周五8：00-10：00,13840806210
147,普兰店区,铁西街道,普兰店区铁西街道卫生院对外核酸检测服务采样点,大连市普兰店区铁西街道卫生院,周二、周五8：00-9：00,15040595552
148,普兰店区,同益街道,普兰店同益医院对外核酸检测服务采样点,大连普兰店同益医院院内,周一至周日 07：30-09：30,13352225517
149,普兰店区,星台街道,普兰店区星台街道卫生院对外核酸检测服务采样点,大连市普兰店区星台街道卫生院门前东侧帐篷,周二、周四、周五、周日8：00-10：00,15040433202
150,普兰店区,杨树房街道,普兰店杨树房医院对外核酸检测服务采样点,大连市普兰店区杨树房街道新星街3号,周一至周日 07：30-11：00,15542653536
151,瓦房店市,复州城镇,瓦房店第二医院核酸采样点,大连市瓦房店复州城镇新文化路46号,周一至周日 7：30-11：30、13：00-16：30,85102428
152,瓦房店市,复州城镇,瓦房店康和医院核酸采样点,大连市瓦房店复州城新城街永丰村康和医院核酸采样点,周一至周日6：30-22：00,15040495309
153,瓦房店市,岗店街道,瓦房店第四医院核酸采样点,大连市瓦房店岗店街道西郊委北庙17号,周一至周五 8：00-11：00,15942846196
154,瓦房店市,共济街道,瓦房店第三医院核酸采样点,大连市瓦房店共济街道北共济街3段36号,周一至周日 7：30-16：30,85603939
155,瓦房店市,共济街道,瓦房店六二六中医院核酸采样点,大连市瓦房店共济街道共济街九三路123-4号,周一至周日 7：30-11：00  13：00-16：00,13478493560
156,瓦房店市,红沿河镇,瓦房店市红沿河镇卫生院,大连市瓦房店沟口村沟口屯123号,周一至周六8：00—10：30,85130120
157,瓦房店市,李官镇,瓦房店市李官中心卫生院,大连市瓦房店李官镇李官村繁荣街139号,周一、周四 13：30-15：00,85520244
158,瓦房店市,松树镇,瓦房店市松树镇中心卫生院,大连市瓦房店松树镇卫东委松树镇中心卫生院院内,周二、周五13：30-15：00,85522910
159,瓦房店市,铁东街道,瓦房店市中心医院愿检尽检核酸采样点,大连市瓦房店铁东街道前进街3号瓦房店市中心医院西出口南侧,周一至周日7：30-11：30 13：00-17：00 17：00-21：00（临时）,85603760
160,瓦房店市,铁东街道,瓦房店市中心医院应检尽检核酸采样点,大连市瓦房店铁东街道前进街3号瓦房店市中心医院发热门诊院内,24小时,85603901
161,瓦房店市,瓦窝镇,瓦房店市瓦窝卫生院,大连市瓦房店瓦窝镇王家社区冶轴路274号,周一至周五7：30-9：00,83367900
162,瓦房店市,文兰街道,瓦房店瓦纺医院核酸采样点,大连市瓦房店文兰街道大宽街三段265号瓦纺医院北侧,周一至周日 7：30-11：00  13：00-16：30,85619303
163,瓦房店市,仙浴湾镇,瓦房店市仙浴湾卫生院,大连市瓦房店仙浴湾镇宁家村刘屯100号,周一、周四13：30-14：30,85520205
164,瓦房店市,许屯镇,瓦房店市许屯卫生院,大连市瓦房店许屯镇腰屯村青年路28号,周一、周四13：30-14：30,85520135
165,瓦房店市,杨家乡,瓦房店市杨家卫生院,大连市瓦房店杨家乡杨家村府前路8号,周一至周五13：30-15：00,85520151
166,瓦房店市,永宁镇,瓦房店永安医院核酸采样点,大连市瓦房店永宁镇平家村永安医院对面核酸采样点,周一至周日 7：30-16：00,85170022
167,瓦房店市,永宁镇,瓦房店市永宁中心卫生院,大连市瓦房店永宁镇全家村全屯93号,周一、周四 13：30-15：00,85520107
168,瓦房店市,元台镇,瓦房店市元台卫生院,大连市瓦房店元台镇前元村兴元路886号,周一至周五13：30-15：30,83357901
169,瓦房店市,赵屯乡,瓦房店市赵屯卫生院,大连市瓦房店赵屯乡赵屯村赵屯卫生院,周二、周五13：00-15：00,85520121
170,庄河市,鞍子山乡,鞍子山乡卫生院,大连市庄河市鞍子山乡花院村,周一至周日 7：30-10：30,13019495618
171,庄河市,步云山乡,步云山乡卫生院,大连市庄河市步云山乡谦泰村,周一至周日 7：30-10：30,13464925361
172,庄河市,昌盛街道,昌盛卫生院核酸,大连市庄河市昌盛街道高屯村,周一至周日 7：30-10：30,15509885987
173,庄河市,长岭镇,长岭镇中心卫生院,大连市庄河市长岭镇双盛村河沿屯,周一至周日 7：30-10：30,13591141120
174,庄河市,城关街道,庄河市中心医院,大连市庄河市延安路南段615号,24小时,89869508
175,庄河市,城关街道,庄河市中医医院,大连市庄河市城关街道新华里一段75号,周一至周日7：30-10：30、13：30-16：00,89702416
176,庄河市,城关街道,城关街道卫生服务中心,大连市庄河市延安路457号,周一至周日 7：30-10：30,86062287
177,庄河市,城关街道,庄河仁爱医院,大连市庄河市黄海大街二段61号,周一至周日7：30-10：30、14：00-16：00,89853033
178,庄河市,城关街道,庄河口腔医院,大连市庄河市新华路南段268号,周一至周日7：30-10：30、14：00-16：00,89707778
179,庄河市,城山镇,城山镇卫生院,大连市庄河市城山镇城山村恒丰屯,周一至周日 7：30-10：30,13074119731
180,庄河市,大营镇,大营镇中心卫生院,大连市庄河市大营镇大营村大营屯117号,周一至周日 7：30-10：30,15640908779
181,庄河市,大郑镇,大郑镇卫生院,大连市庄河市大郑镇大郑村唐府路西,周一至周日 7：30-10：30,89133123
182,庄河市,光明山镇,光明山镇卫生院,大连市庄河市光明山镇财主房村 ,周一至周日 7：30-10：30,15904252272
183,庄河市,桂云花乡,桂云花满族乡卫生院,大连市庄河市桂云花满族乡桂云花村,周一至周日 7：30-10：30,13942657119
184,庄河市,荷花山镇,荷花山镇卫生院,大连市庄河市荷花山镇芙蓉村姜屯委104号,周一至周日 7：30-10：30,15840980523
185,庄河市,黑岛镇,黑岛镇中心卫生院,大连市庄河市黑岛镇山南头村,周一至周日 7：30-10：30,13591706483
186,庄河市,兰店乡,兰店乡卫生院,大连市庄河市兰店乡磨石房村,周一至周日 7：30-10：30,15524775869
187,庄河市,栗子房镇,栗子房镇中心卫生院,大连市庄河市栗子房镇山林坨村,周一至周日 7：30-10：30,15840638920
188,庄河市,明阳街道,明阳地区中心卫生院,大连市庄河市明阳街道坎子村212号,周一至周日 7：30-10：30,13898664166
189,庄河市,青堆镇,庄河市第二人民医院,大连市庄河市青堆镇青海路634号,周一至周日8：00-11：00,89300429
190,庄河市,蓉花山镇,蓉花山镇卫生院,大连市庄河市蓉花山镇蓉花村,周一至周日 7：30-10：30,89200207
191,庄河市,石城乡,石城乡中心卫生院,大连市庄河市石城乡海城路272号,周一至周日 7：30-10：30,15898182610
192,庄河市,塔岭镇,塔岭镇卫生院,大连市庄河市塔岭镇隈子村,周一至周日 7：30-10：30,89360118
